payment_id,card_id,billing_cycle_start,billing_cycle_end,statement_balance,minimum_payment_due,payment_amount,payment_date,payment_method,payment_status,late_payment_flag,days_past_due
6309,8578,2006-09-28,2025-10-12,742,118,2368,,Bank Transfer,Pending,0.0,30
6310,5451,1983-12-09,1985-09-15,4699,87,448,,,,0.0,-3
6311,6546,1986-10-12,1989-01-17,4510,187,5637,,ACH,Pending,1.0,30
6312,2688,2023-08-24,2000-05-18,4950,125,3261,,bank transfer,,1.0,5
6313,2175,2020-02-02,1973-04-24,4189,85,5969,1979-02-21,bank transfer,paid,,-3
6314,13568,2021-07-30,2019-12-06,3934,172,4916,,Debit Card,paid,0.0,5
6315,10349,2009-07-19,1983-05-28,1062,65,4242,,bank transfer,Pending,,30
6316,6432,1984-09-11,2009-10-26,672,116,3112,1978-02-05,,,1.0,10
6317,11962,1999-12-16,1978-09-02,4536,75,2729,2010-11-19,ACH,paid,1.0,10
6318,7017,1971-02-14,2007-12-07,962,36,3445,,bank transfer,,1.0,-3
6319,71,1984-06-12,1977-04-09,2405,131,2529,1986-10-01,Bank Transfer,Pending,1.0,10
6320,11728,1994-06-04,1982-09-10,1699,63,4585,,ACH,Pending,1.0,5
6321,11337,2019-06-11,2009-02-04,3735,158,143,2026-02-10,Debit Card,,1.0,5
6322,8229,2016-06-06,1991-05-24,1195,47,3805,,bank transfer,Pending,,5
6323,9470,1987-02-15,1975-11-29,3873,141,4972,1994-11-20,,Pending,0.0,10
6324,423,1986-02-07,2010-02-23,2275,146,3117,,ACH,paid,1.0,10
6325,8335,1994-09-13,1994-12-17,2255,104,4858,,ACH,,1.0,30
6326,3722,2000-01-27,1983-01-25,2386,147,1898,,Bank Transfer,Pending,,0
6327,1367,2003-03-21,1986-06-26,3969,59,5062,,Bank Transfer,Pending,,30
6328,51,1985-01-29,2020-03-14,3613,175,4706,,Debit Card,Pending,1.0,5
6329,13857,1989-07-06,2025-10-09,4166,197,1102,2013-06-14,ACH,Pending,1.0,0
6330,13318,1973-02-19,1979-05-29,1514,30,804,,Debit Card,Pending,,-3
6331,12305,2021-12-26,2008-04-21,1774,189,769,2022-03-28,ACH,,1.0,0
6332,7075,1974-04-24,1996-05-22,4213,28,4254,1979-07-27,bank transfer,Pending,,-3
6333,12305,1979-01-15,1981-04-25,3208,25,4213,2013-05-29,ACH,paid,0.0,0
6334,6079,1984-06-05,1983-05-02,940,104,4895,,bank transfer,paid,,30
6335,7484,1997-02-09,2001-03-19,980,154,1330,2016-07-04,Debit Card,paid,1.0,30
6336,2115,1972-02-13,1978-01-19,4404,35,2051,2007-03-06,ACH,Pending,0.0,-3
6337,14542,1982-11-28,2017-05-26,2105,86,5435,,bank transfer,,0.0,30
6338,1470,2002-04-05,2002-03-03,2009,153,5587,2022-12-02,Debit Card,Pending,,0
6339,812,2016-12-24,2024-06-28,2250,59,35,,,paid,0.0,0
6340,7103,1995-08-15,1973-03-10,3685,122,1083,,Bank Transfer,paid,,0
6341,4585,1989-11-18,2010-04-11,3278,58,382,,,Pending,1.0,5
6342,8962,2001-09-21,2011-03-20,3258,102,1740,,,,0.0,10
6343,5829,1998-03-01,1987-06-14,1098,73,238,,Bank Transfer,Paid,0.0,0
6344,10645,1992-01-26,1987-03-13,715,64,4684,2000-08-18,Debit Card,Pending,0.0,5
6345,11623,2000-07-23,2002-10-13,2084,182,4147,1982-08-26,Debit Card,Paid,0.0,-3
6346,6063,2009-01-12,1976-01-22,3372,193,5191,2002-12-14,Debit Card,Paid,0.0,5
6347,3384,1985-08-10,1976-05-14,1655,110,293,,,,,5
6348,6179,2008-12-28,1990-05-24,764,186,5592,1977-09-02,Bank Transfer,paid,0.0,30
6349,2072,2021-05-23,2000-10-14,715,22,585,,ACH,Pending,,0
6350,12867,2020-05-28,1998-06-03,2291,96,5977,,Debit Card,Pending,,30
6351,8094,2019-04-12,1973-11-13,2993,102,1862,,Debit Card,,0.0,0
6352,1804,1974-01-15,1972-08-06,1728,40,5583,,Bank Transfer,,,0
6353,2169,1989-03-19,2017-06-24,667,82,2891,,Debit Card,Pending,0.0,10
6354,6979,2017-05-11,2007-10-22,1350,50,1995,,Bank Transfer,Paid,1.0,0
6355,12918,1988-11-17,1998-01-04,4640,22,1222,,bank transfer,,1.0,0
6356,1136,1995-02-19,2022-08-29,1725,62,3305,,bank transfer,,,-3
6357,14683,2012-11-12,2018-11-23,1380,36,3976,,Bank Transfer,Paid,,10
6358,2577,1971-12-30,2019-09-18,1395,33,2564,2018-03-08,ACH,Paid,0.0,30
6359,3952,1983-08-25,2017-02-05,2916,165,2388,,Debit Card,,,5
6360,2331,1970-07-24,1993-10-02,585,143,5578,1980-04-22,ACH,Paid,1.0,-3
6361,12689,1995-05-01,1979-11-15,2354,81,2049,,ACH,,1.0,10
6362,4871,2021-06-28,1980-07-07,3689,97,84,,Debit Card,paid,,5
6363,8677,1988-04-24,1975-07-27,3842,141,2268,,ACH,paid,,-3
6364,871,1982-05-30,1985-08-06,4146,199,398,,bank transfer,Pending,1.0,30
6365,10375,2021-09-29,2018-02-06,1524,45,1787,,ACH,paid,0.0,30
6366,14779,1977-02-21,2006-10-07,2454,107,1264,,Bank Transfer,paid,,-3
6367,1258,2005-12-10,2004-02-06,3922,55,1468,,ACH,Paid,,10
6368,13540,1999-02-22,1988-05-09,3711,179,1343,2013-12-29,Debit Card,Pending,0.0,0
6369,5826,2024-01-06,1981-03-04,4567,160,5019,,Bank Transfer,paid,1.0,0
6370,6190,2020-12-13,1986-06-11,3554,41,607,,,paid,0.0,10
6371,14268,1984-04-13,1976-02-17,1093,113,1987,2014-10-17,ACH,Pending,1.0,5
6372,11869,1983-10-12,2002-12-04,1940,141,1296,,bank transfer,,1.0,5
6373,9716,2012-02-28,1971-03-29,1598,77,491,2015-12-10,,paid,0.0,0
6374,14081,1974-04-07,1997-02-22,2652,131,5667,2014-12-24,,,1.0,-3
6375,10736,1985-05-25,1979-07-03,3144,145,5057,,ACH,Paid,0.0,-3
6376,12938,1989-06-27,1972-12-13,4874,36,426,,ACH,Paid,,-3
6377,12188,2012-02-29,1974-01-17,3643,31,1287,2001-07-04,bank transfer,paid,0.0,-3
6378,7871,2008-07-01,1999-07-30,3683,153,3929,,Bank Transfer,paid,1.0,10
6379,14755,1980-12-07,1986-03-09,2133,101,5748,,Debit Card,Pending,1.0,10
6380,8801,2010-10-13,1996-03-19,1265,122,5862,,bank transfer,,0.0,30
6381,11497,1974-02-24,2004-12-03,4609,29,2648,,Bank Transfer,paid,1.0,10
6382,13875,2009-04-22,2024-03-02,4904,88,1062,1976-10-18,ACH,,0.0,30
6383,4144,2016-08-04,2020-04-11,742,86,1672,2014-02-25,ACH,,1.0,-3
6384,7692,1980-08-01,1997-01-13,1301,194,275,,bank transfer,,1.0,-3
6385,4560,2017-10-16,1982-08-10,1892,71,3616,,,Pending,0.0,-3
6386,14083,2021-02-18,2007-02-18,1890,143,1760,,bank transfer,,,10
6387,10159,2019-10-30,1983-10-12,2038,185,4852,,,Pending,0.0,10
6388,1551,1996-05-07,2019-05-02,4701,66,4422,1970-10-09,ACH,Pending,,5
6389,13972,1970-07-20,2019-08-06,1822,74,3985,,,Paid,0.0,30
6390,7164,1995-03-01,1977-06-19,2968,46,1098,,ACH,paid,1.0,5
6391,6966,1986-11-17,1989-11-21,2508,83,1649,1982-11-27,ACH,paid,,-3
6392,5247,1980-12-11,1995-10-04,3892,107,1526,,bank transfer,Pending,1.0,-3
6393,6984,1992-05-15,1996-07-17,2750,107,4736,,ACH,,,-3
6394,10183,1973-04-06,1992-04-08,3975,145,2501,,Debit Card,Paid,0.0,0
6395,8612,2019-10-21,1991-02-27,3845,27,1411,,Bank Transfer,,,30
6396,11164,2024-07-09,2008-10-30,2432,45,2368,,,Paid,,5
6397,7695,1979-05-13,1974-07-23,2609,61,1238,1976-12-25,,,,30
6398,1291,1995-08-26,2015-02-06,2867,88,178,,,Pending,,5
6399,4919,1981-12-22,2012-11-01,2089,103,2579,,,paid,1.0,0
6400,13021,2012-11-14,1990-01-25,3441,110,63,,Debit Card,,,30
6401,8483,2014-10-15,1995-08-28,566,134,5960,2004-01-01,bank transfer,,0.0,10
6402,2661,1979-04-20,2026-02-14,2296,88,4713,,,paid,0.0,30
6403,10858,2021-04-18,2006-09-06,3720,29,1238,1988-05-16,ACH,Pending,,-3
6404,4303,2021-03-24,1972-01-12,1019,133,3640,,bank transfer,Paid,1.0,30
6405,10773,2003-04-11,2001-04-19,1604,187,345,,Bank Transfer,,1.0,30
6406,9206,2022-02-25,1988-12-26,4221,158,886,,,Pending,1.0,30
6407,13710,1975-02-06,2012-11-26,3029,184,4988,,Bank Transfer,Paid,1.0,-3
6408,9801,1979-01-04,2001-03-17,4083,24,1278,,,paid,0.0,10
6409,11220,1989-06-27,1975-03-21,1511,100,969,,bank transfer,Paid,1.0,0
6410,2560,1994-03-11,1996-03-30,2021,68,2099,,bank transfer,paid,1.0,-3
6411,3699,2024-10-08,2020-05-06,4155,153,4150,1989-03-24,Bank Transfer,Pending,1.0,0
6412,1181,1980-06-15,1980-10-13,3347,107,659,,,Paid,,0
6413,258,2022-04-09,1978-09-15,4186,89,416,2024-01-28,,,1.0,30
6414,3557,1994-08-04,2023-05-01,3035,64,2623,,,paid,,10
6415,12651,1992-01-10,1980-06-20,4091,167,5864,,bank transfer,Paid,0.0,0
6416,4819,2011-01-10,2009-08-08,3699,53,1097,,bank transfer,Paid,,5
6417,14336,2019-01-22,1996-06-01,1354,22,2729,,Debit Card,Paid,1.0,5
6418,9734,1979-09-26,1976-05-13,1195,24,716,,Debit Card,,,5
6419,7366,2011-04-02,1979-03-21,4856,129,1852,1992-12-30,Bank Transfer,paid,0.0,-3
6420,2658,2004-10-30,2006-03-08,4507,32,582,2011-11-07,ACH,Pending,,-3
6421,7045,2017-02-01,2012-03-21,799,200,4649,,ACH,Pending,1.0,30
6422,13169,1993-10-16,1998-08-24,3132,197,2972,,Debit Card,paid,1.0,30
6423,3657,2021-02-25,2001-06-14,1105,139,1384,,ACH,Pending,,0
6424,14282,1977-08-26,1992-06-28,2126,43,5854,2024-06-19,Debit Card,paid,0.0,30
6425,13704,1972-05-11,1988-10-05,827,102,2141,,bank transfer,paid,1.0,5
6426,13283,1975-03-08,2013-01-05,1506,196,685,,bank transfer,Pending,0.0,-3
6427,6036,2007-05-15,2005-09-29,3326,35,2427,,,,0.0,10
6428,324,1970-04-22,2012-02-24,4835,119,235,2017-04-20,,,,10
6429,11576,1970-01-13,1985-01-12,678,57,375,,,paid,0.0,-3
6430,9529,1975-10-31,2007-09-05,950,27,1036,1996-10-15,Bank Transfer,,1.0,-3
6431,233,1986-10-18,1983-03-01,4048,47,1126,,Bank Transfer,Pending,0.0,0
6432,1180,2015-10-03,1992-07-12,1739,35,5991,,Debit Card,Pending,1.0,0
6433,11670,1995-12-04,1977-06-08,4615,23,354,,Debit Card,Paid,1.0,5
6434,267,2016-04-30,1997-02-24,2096,68,5450,,Bank Transfer,Pending,1.0,10
6435,9715,2016-06-07,2017-05-09,3931,132,5517,2005-12-27,bank transfer,Pending,,-3
6436,7264,2010-09-07,1978-10-23,3833,157,1391,,,Paid,1.0,30
6437,14662,1977-07-02,2023-10-31,4122,52,4391,,bank transfer,Paid,1.0,-3
6438,14477,2009-01-05,2014-12-15,3328,134,3872,,,,,30
6439,5325,1980-04-03,1992-12-23,3556,68,4385,,bank transfer,paid,0.0,30
6440,13532,1981-03-21,1970-01-26,1900,139,4680,,bank transfer,paid,,-3
6441,4930,1984-02-01,1988-04-03,4894,112,1137,,,Pending,0.0,10
6442,14249,1974-04-09,1994-01-15,2722,84,5150,,bank transfer,,1.0,10
6443,2480,2004-03-29,2004-03-17,4556,32,999,1993-09-03,Debit Card,Pending,1.0,0
6444,6370,2026-03-07,1987-03-02,4861,97,1266,,bank transfer,Pending,0.0,5
6445,9725,1997-04-21,2022-10-25,3639,173,3535,,Bank Transfer,Pending,1.0,5
6446,7437,2022-07-05,2011-12-21,2718,195,4415,,,Pending,,0
6447,9357,2017-01-13,2003-10-10,3771,151,4718,,ACH,Paid,0.0,-3
6448,6132,1987-12-20,1989-07-14,2905,57,1594,1981-09-26,Bank Transfer,,1.0,30
6449,6411,2002-03-14,1994-09-07,1282,78,5750,,bank transfer,Pending,1.0,0
6450,13815,1993-03-16,1983-10-19,4734,70,4570,,Debit Card,Pending,,-3
6451,7667,2008-12-06,2012-09-19,3651,124,4264,,Bank Transfer,Paid,1.0,0
6452,1857,2005-09-14,1995-05-13,2235,91,5496,,,Pending,,0
6453,13384,2002-03-01,1993-07-17,3654,51,5016,1991-07-16,ACH,Pending,,0
6454,4035,1976-05-27,1976-03-18,4416,156,4938,,,,1.0,10
6455,10629,1990-10-24,1980-09-02,4277,199,4950,2010-11-26,bank transfer,,,30
6456,1956,1971-04-14,2008-10-29,2002,77,281,,Bank Transfer,Paid,,30
6457,5660,1981-12-13,1988-11-20,1099,105,1488,,,paid,,0
6458,11279,2013-05-03,2003-11-25,4284,171,5767,,Debit Card,paid,1.0,-3
6459,6868,1998-01-23,2024-04-09,4859,47,4754,2013-07-12,,Paid,1.0,30
6460,10598,1989-06-23,2014-12-07,2204,195,197,,ACH,,1.0,-3
6461,3358,2025-10-10,1970-09-27,2231,96,3285,,bank transfer,,,0
6462,6216,2009-08-09,2016-09-10,558,25,4106,,Debit Card,Paid,0.0,5
6463,2137,2002-03-15,1976-02-23,2853,54,5979,,,Pending,0.0,-3
6464,7053,1970-04-17,2017-01-07,1535,100,1559,1998-04-02,Bank Transfer,Paid,1.0,30
6465,2546,1985-09-26,1994-07-16,4859,43,3625,,Bank Transfer,Paid,1.0,0
6466,3501,2001-12-12,2013-02-14,1206,153,2505,1977-07-23,bank transfer,,,30
6467,15136,2024-10-01,1987-02-20,3031,128,3486,,Bank Transfer,Pending,,10
6468,759,2016-01-06,1977-09-03,3606,30,1892,1993-09-22,ACH,Paid,0.0,30
6469,6338,2006-08-03,1994-04-27,2632,191,1254,,Debit Card,,0.0,0
6470,7937,2024-02-03,1971-07-28,4147,34,210,,ACH,Paid,1.0,30
6471,13169,2009-11-17,2018-12-02,1588,49,1657,,bank transfer,paid,,30
6472,10764,1974-06-25,1986-05-02,2354,23,4381,,ACH,paid,1.0,30
6473,9119,1974-12-29,2015-12-19,4819,195,2448,,,Pending,1.0,5
6474,13075,2006-06-21,1997-06-05,2966,30,5788,,Debit Card,,,30
6475,1968,1987-09-23,1984-01-07,4235,100,3559,1992-07-20,bank transfer,Paid,1.0,-3
6476,5514,1977-11-25,2018-10-14,953,197,5996,2017-04-03,Bank Transfer,Paid,,30
6477,4308,2015-01-22,2025-01-22,2346,21,1116,,bank transfer,Pending,1.0,0
6478,6286,2011-09-21,1985-03-25,4231,26,3088,,bank transfer,,,5
6479,6900,1986-09-04,2001-02-22,2326,54,1540,,Debit Card,paid,0.0,5
6480,2161,2007-12-25,2003-04-04,2302,100,5831,,ACH,,,30
6481,3734,2020-01-17,2009-07-24,3359,196,1439,1983-02-13,ACH,Paid,1.0,30
6482,6680,1984-04-19,2018-05-14,2014,112,2530,,Bank Transfer,Paid,,10
6483,1864,1983-04-15,2000-10-20,3349,59,1417,,ACH,Pending,1.0,5
6484,5695,2010-09-07,1976-08-03,3583,121,1207,2005-06-11,,Paid,1.0,30
6485,673,2020-06-25,2011-01-26,1895,98,3582,2003-08-10,Bank Transfer,Paid,,5
6486,14685,2025-06-08,1993-07-09,4993,21,4457,,,Paid,0.0,0
6487,3345,2003-12-24,2020-08-21,1317,120,192,,,paid,,30
6488,14865,2003-05-27,2007-03-26,3135,162,2736,,,Pending,0.0,10
6489,8315,1997-02-16,1995-05-30,743,32,3470,2006-07-09,,Paid,,-3
6490,12865,1978-02-28,1988-02-29,3854,186,4866,1999-02-26,ACH,paid,0.0,10
6491,1016,2022-01-21,2009-12-05,2977,49,1196,1976-04-27,Bank Transfer,,1.0,5
6492,7085,1971-01-23,2013-05-22,4213,137,1324,1988-06-07,Debit Card,paid,0.0,0
6493,1411,1981-08-31,2006-08-06,2699,61,5457,1991-12-14,Debit Card,Pending,0.0,30
6494,13471,2008-06-02,1988-04-29,2609,193,4330,,bank transfer,paid,0.0,-3
6495,13115,1979-01-09,2017-03-29,749,106,3481,,ACH,,,0
6496,8718,1993-07-19,1985-06-16,1345,146,5209,2016-07-25,Bank Transfer,Pending,0.0,5
6497,12254,2002-07-16,1975-02-12,1432,100,1623,,Debit Card,,,-3
6498,13754,1974-08-05,1994-08-04,896,37,2804,,bank transfer,Paid,0.0,10
6499,3154,2007-08-28,2020-08-31,3499,54,4685,,,Paid,,30
6500,14509,2011-04-21,1990-10-20,3984,125,45,1999-04-02,bank transfer,,0.0,10
6501,5814,2002-08-25,2005-03-03,3216,29,5664,,bank transfer,Paid,1.0,5
6502,7121,1973-02-11,2007-04-01,1026,23,906,,Debit Card,,,10
6503,7787,1992-03-01,2012-01-30,4658,153,701,,bank transfer,paid,1.0,10
6504,2326,1999-07-18,2013-08-24,1279,124,987,,Debit Card,paid,0.0,10
6505,13931,2001-01-17,1977-06-01,2168,147,970,,bank transfer,,0.0,-3
6506,5579,1990-02-01,2007-05-27,3968,187,2529,,ACH,Pending,1.0,5
6507,4592,2018-11-12,2013-07-02,1793,44,1071,,ACH,,1.0,5
6508,13163,1987-10-29,1981-05-07,992,127,1421,1982-11-03,Debit Card,,1.0,5
6509,2547,1989-07-25,1983-10-03,3162,69,3412,,ACH,Paid,0.0,10
6510,53,1993-12-10,1992-10-26,1093,190,3168,1996-03-29,ACH,Pending,1.0,5
6511,2900,2022-05-27,2002-10-24,3794,168,4657,,ACH,,0.0,-3
6512,13064,2008-03-09,1985-02-16,584,125,2961,,ACH,Pending,0.0,0
6513,14481,2002-02-05,2024-06-13,4083,54,3728,,,,,-3
6514,11073,2004-04-07,2000-01-21,892,54,3418,,Debit Card,,1.0,-3
6515,1760,1999-06-26,2000-07-20,4560,73,1170,,Debit Card,Pending,0.0,30
6516,7239,1983-02-07,1975-08-17,3998,83,1717,2013-10-12,Debit Card,Pending,0.0,30
6517,6871,1992-05-10,1997-12-30,1026,41,5877,,ACH,Paid,0.0,10
6518,8352,1991-05-06,2018-04-19,2955,118,4712,,,,1.0,0
6519,2917,2019-01-24,2005-03-12,4240,158,444,,Debit Card,paid,,-3
6520,11257,1999-09-14,2001-07-26,3502,181,3284,2005-10-10,,,0.0,0
6521,5001,1997-09-30,2020-03-05,4984,190,629,1995-04-24,Bank Transfer,Pending,,5
6522,4884,1977-11-15,2001-10-21,1357,53,1973,2016-08-07,bank transfer,Pending,1.0,5
6523,8111,1992-06-13,2004-11-20,2986,88,2980,1999-03-26,Bank Transfer,Paid,1.0,-3
6524,4191,2020-05-30,2008-10-24,2343,62,4636,2006-08-29,ACH,paid,0.0,5
6525,3812,2001-11-03,1978-03-31,3547,158,957,,ACH,paid,,30
6526,4373,1977-06-21,1997-03-28,3399,148,2173,,,,1.0,5
6527,11419,1992-12-03,1994-11-28,3576,64,956,,bank transfer,,1.0,5
6528,565,1972-11-15,1993-08-27,3364,133,1170,,,Pending,1.0,-3
6529,7270,2016-11-21,2025-03-02,2233,82,3391,,Bank Transfer,Pending,0.0,30
6530,1227,1984-02-22,1996-06-30,3549,107,1163,1975-04-24,Bank Transfer,Paid,,10
6531,2058,2019-12-26,1993-10-16,4363,141,1595,,ACH,,0.0,-3
6532,11132,1971-11-06,1973-09-17,2012,168,5114,,Bank Transfer,,,30
6533,5696,2002-10-04,2019-02-25,768,199,1363,,,,0.0,30
6534,6013,1986-01-19,1988-10-14,2930,195,3803,,Debit Card,Paid,,5
6535,14324,2007-04-06,1989-11-25,3160,79,2514,,bank transfer,Paid,0.0,0
6536,13370,1995-05-08,1978-02-18,1425,116,2822,,ACH,Pending,0.0,10
6537,7561,1994-06-20,2019-12-22,4081,30,4850,2012-11-15,Debit Card,Paid,0.0,0
6538,9671,2020-12-03,1983-08-16,2624,95,4415,,ACH,,1.0,0
6539,13680,2021-08-09,1996-02-16,1157,172,1131,1993-06-05,Bank Transfer,Paid,,5
6540,9238,1977-12-16,1971-02-02,2177,185,5405,,Bank Transfer,,0.0,10
6541,8236,2011-05-19,1992-05-17,1198,106,1157,,ACH,paid,0.0,-3
6542,11270,2025-03-12,1996-05-09,609,100,3130,,Debit Card,,1.0,30
6543,13668,1979-12-13,1998-10-20,1691,136,4992,,Bank Transfer,,,0
6544,10246,1985-02-11,1976-09-15,4541,107,3704,,Bank Transfer,paid,0.0,10
6545,9814,1987-02-21,2023-12-29,2089,198,3694,,,paid,,-3
6546,12316,1998-01-07,1988-04-04,2354,56,4594,,bank transfer,,,5
6547,4952,2011-06-26,1979-03-01,639,131,4647,,,paid,0.0,-3
6548,10099,2013-02-07,1995-07-12,2082,182,5201,2022-09-07,ACH,,,-3
6549,10129,2002-02-21,2006-04-19,3428,75,3911,1986-01-20,bank transfer,paid,0.0,30
6550,12494,1986-08-02,1974-08-09,2338,129,5154,,ACH,Paid,,10
6551,9180,1990-02-15,1970-07-09,4688,151,933,1990-09-16,Bank Transfer,paid,1.0,-3
6552,10553,1977-09-05,1994-12-28,3891,151,1846,,Debit Card,paid,0.0,5
6553,10877,2011-04-25,2017-07-08,4722,50,1629,,,Pending,0.0,0
6554,9923,2019-01-30,1973-04-13,3916,120,5445,2001-07-11,,Pending,,5
6555,11107,2017-05-20,1991-11-04,4710,25,3331,1976-10-31,bank transfer,Paid,,10
6556,1828,1979-06-12,1994-03-23,4601,171,3738,,,Paid,0.0,0
6557,340,1992-07-21,1975-01-12,3784,195,2314,1986-09-11,bank transfer,Paid,1.0,10
6558,14038,2015-03-07,2006-11-07,2251,54,1605,1982-10-02,Debit Card,Paid,1.0,30
6559,3870,1982-05-04,2003-02-06,4589,179,5908,,Debit Card,paid,1.0,0
6560,2629,1997-09-21,1990-11-29,4119,96,3128,2012-10-19,Debit Card,paid,1.0,-3
6561,13860,1989-09-02,1992-07-20,2861,26,1396,,Bank Transfer,,,0
6562,5851,1981-05-25,2012-01-17,994,41,2253,,ACH,Paid,1.0,30
6563,11607,1988-11-22,2007-12-03,830,33,921,,ACH,Paid,1.0,5
6564,2718,1998-08-08,1973-07-13,2173,101,4422,1997-02-04,,Paid,1.0,30
6565,10888,1989-04-19,1997-03-27,597,48,3092,,ACH,Paid,,10
6566,6542,1975-03-28,2019-11-03,1952,179,2356,1988-08-23,Bank Transfer,Paid,1.0,5
6567,8222,1999-03-04,2016-07-09,3752,186,3638,1986-08-12,Bank Transfer,,,-3
6568,11827,1990-05-25,2019-08-05,4238,190,5654,,ACH,paid,,30
6569,6570,1977-06-19,1971-04-10,4298,75,627,,,Pending,1.0,-3
6570,9348,1999-06-18,2003-12-17,2657,173,835,,Bank Transfer,Pending,,30
6571,1346,1985-01-04,1993-01-02,4302,33,2217,1983-04-29,ACH,Pending,0.0,30
6572,6335,2001-02-01,1999-07-14,1977,139,5377,,bank transfer,Paid,,0
6573,7475,1997-05-02,2013-11-01,1859,70,594,,bank transfer,paid,,30
6574,11374,1986-11-13,1973-03-15,3924,30,4291,,Bank Transfer,,1.0,30
6575,11046,2009-08-11,1987-02-23,1659,106,2214,,bank transfer,,0.0,-3
6576,6422,2013-08-22,2004-10-09,4499,147,2579,,ACH,Paid,,30
6577,14338,1995-04-04,2006-11-22,2611,56,944,,,,,10
6578,4158,1998-07-25,1974-05-06,4351,108,3996,,bank transfer,Pending,,-3
6579,2748,1990-09-20,2019-06-20,1193,168,4060,,ACH,Pending,1.0,-3
6580,8643,2019-06-13,2003-02-19,2323,106,2660,2009-08-19,,,0.0,-3
6581,556,2012-04-03,2016-08-06,770,173,3141,,ACH,Paid,0.0,0
6582,9391,2017-10-13,2016-02-09,4179,198,325,,Bank Transfer,Paid,0.0,10
6583,468,1990-01-04,1976-01-01,1687,134,2223,,bank transfer,paid,,-3
6584,11635,1981-08-06,2001-04-19,2268,88,4679,,ACH,,1.0,10
6585,4710,2003-02-12,2020-08-28,900,76,531,,ACH,Paid,0.0,10
6586,3242,2018-04-07,1988-07-01,1719,136,1506,,bank transfer,Pending,1.0,30
6587,7135,2012-09-26,2009-09-20,4269,129,3926,,Debit Card,Pending,0.0,-3
6588,3624,1986-07-19,2007-09-24,799,22,2689,,,paid,,-3
6589,11925,2008-10-26,1989-11-01,4244,128,4142,1978-05-18,,Paid,0.0,0
6590,6413,1996-08-24,2015-03-13,3385,65,5417,1986-03-31,,paid,0.0,30
6591,13283,2001-07-25,1997-07-31,749,167,2609,2022-04-11,Debit Card,Paid,,30
6592,6685,2012-11-07,2008-09-29,640,116,5153,,bank transfer,,,10
6593,1626,1977-01-14,1999-09-26,3694,70,5947,,,,1.0,30
6594,12452,2000-09-12,2016-12-06,1463,137,390,,Debit Card,Pending,1.0,0
6595,1614,1980-08-08,1993-01-08,1932,141,4286,2016-08-22,ACH,paid,1.0,5
6596,6822,2017-07-21,1988-12-01,2670,182,5888,,Debit Card,Pending,0.0,5
6597,3588,2004-02-01,1997-08-07,2768,59,5303,,,,,30
6598,5517,1981-07-12,2010-04-12,1666,119,3716,,Bank Transfer,paid,,5
6599,2400,2016-07-05,1988-04-20,889,59,4669,,,Paid,0.0,30
6600,5527,1979-02-03,1996-09-22,2705,102,268,1972-01-03,bank transfer,Paid,0.0,0
6601,2045,2014-05-24,2020-01-18,3750,52,1766,,Debit Card,Paid,1.0,-3
6602,10028,1990-12-09,1989-08-09,4778,27,64,2019-07-14,Debit Card,Pending,,5
6603,8914,1997-03-28,1991-09-19,4575,65,353,,ACH,Pending,0.0,5
6604,8558,1977-02-02,2009-02-07,1940,39,5379,,Bank Transfer,paid,1.0,30
6605,511,1973-02-08,1976-03-05,2139,29,5262,,ACH,Pending,1.0,0
6606,12302,2009-12-12,1995-12-16,1959,110,4350,,bank transfer,,,10
6607,15148,1979-11-10,2010-02-04,3388,185,3553,1999-01-22,ACH,,0.0,0
6608,2956,2007-07-24,2017-11-02,1569,184,1329,1998-09-20,Debit Card,Paid,0.0,30
6609,5377,1988-12-11,1971-11-04,2410,41,2699,,ACH,Paid,,30
6610,83,1988-03-30,1996-06-07,3118,64,3497,,Bank Transfer,Pending,0.0,0
6611,11100,1981-06-05,1996-05-28,3746,42,1343,1995-10-06,bank transfer,,,5
6612,13143,1990-01-29,1977-05-26,3323,40,752,,ACH,Paid,,-3
6613,3133,1972-10-26,1975-02-02,1672,108,41,,Debit Card,,1.0,30
6614,3186,1987-02-10,2019-07-14,4663,61,88,2009-09-30,ACH,Pending,0.0,0
6615,12011,1993-06-30,1990-03-10,2019,59,450,,ACH,Paid,1.0,10
6616,14564,2018-07-07,2015-11-19,2886,154,4637,,Bank Transfer,Paid,0.0,-3
6617,10192,1977-05-11,2002-05-21,1133,67,478,1998-02-05,Bank Transfer,Pending,0.0,0
6618,4815,2014-04-08,1984-03-27,1523,106,1698,2012-06-28,bank transfer,Pending,0.0,0
6619,683,2014-03-07,2025-02-03,1716,52,4004,,Debit Card,Pending,1.0,-3
6620,318,2019-12-08,1974-10-27,1009,74,4094,2011-12-20,bank transfer,paid,,30
6621,2999,1985-06-09,2015-07-20,3642,179,3969,,Bank Transfer,,,-3
6622,1686,1989-07-02,1984-01-29,1817,24,632,2007-06-11,bank transfer,,1.0,5
6623,2334,2005-04-28,2019-07-14,4343,171,5115,,ACH,,,0
6624,13042,1989-04-22,1990-02-02,619,28,3532,,Debit Card,Pending,0.0,30
6625,8266,2004-06-22,1987-06-22,1538,58,4340,1996-08-05,bank transfer,Pending,0.0,0
6626,4905,1988-03-05,2003-07-03,2983,105,1923,,Bank Transfer,paid,,-3
6627,8191,2007-09-19,1970-07-14,3324,36,5360,,,Pending,0.0,0
